tweet_id,label,tweet
6.41E+17,1,cant take pregabalin as it makes me extremely depressed almost suicidal the last time i took it not good fibromyalgia fibro
6.41E+17,0,user_mention grammar salah it should be i not me so the sentence sounds like ayah ibu bawak i my bf jalan2
6.43E+17,0,user_mention but my daily meds dont xanax is my extreme case smallest dose available and i take make one every months
1.25E+17,1,bloody wide awake again must be the performance enhancing drugs im taking bloody steroids ps they r the legal prescription variety
6.44E+17,0,nsac screwed boxing now its mmas turn suspension for marijuana use yall gonna ban people for using tylenol and aspirin next
6.36E+17,1,you dont understand i took two lorazepam just an hour ago nothing should be bothering me right now let alone this
6.38E+17,0,spent the majority of the night in the er with jaxon hoping the tylenol works and he doesnt get a fever
7.91E+17,1,only days i even had a steroid shot to help develop his lungs because i went into premature labor at weeks
6.39E+17,1,so now im on mood stabilizers a lowstandard depending on tolerance dose of anti anxiety drug thats like baby xanax mentalhealth
3.55E+17,1,user_mention i be crying just cuz it hurts hella bad i basically take ibuprofen for no reason i have no cure
6.42E+17,0,days post chemo treanda rituxan only need citrucel duloxetine and a tbs of coconut oil on my head getting there xo
6.37E+17,0,user_mention yeah i give him tylenol son after he take his shots because he get fussy and get a small fever
4.27E+17,1,today has been about clove oil and codeine yesterday it was deep heat and ibuprofen i think i need a holiday
6.40E+17,0,special thanks to winson savoy dawn wayne john etc next time ur there make sure to drink lots leave lots of
6.38E+17,1,worked out ive had hours sleep in the last figured out why ive stopped taking quetiapine side effect of withdrawal insomnia
5.73E+17,0,user_mention user_mention user_mention booze and cigs do more harm than cannabis what do they do for heroin addicts give them methadone
8.21E+17,0,theres been a nasty virus thats hit everyones chest this winter a lot of people wanting steroids the chest physio is
6.41E+17,1,user_mention user_mention so i also found that ambien works for a restful sleep nothing sucks more than sleep without real rest
6.42E+17,1,user_mention ive never had nausea from an anti depressant mostly just being numb or being sleepy my lexapro does that now
6.36E+17,0,user_mention i know hayy and wala nako time eh emo_neg tam dram me down mv is soo amazing im so proud
6.43E+17,0,my doctor prescribed me for zoloft zyprexa melatonin i dont take any i really think i should start takin my meds
7.57E+17,0,man im so sorry i think scalding hot water was the only thing that helped since i couldnt take the steroids
5.60E+17,0,user_mention yeah i have some and ive given him tylenol he woke up at am cause his teeth were hurting emo_neg
2.65E+17,0,user_mention ill be thinking of u hun when u have urs out plenty of rest salt mouthwash co codamol ibuprofen xx
7.83E+17,0,i hope kaylee fever dont come back i been rotating between tylenol and motrin and she havent been warm since earlier
7.63E+17,0,user_mention also be sure to take ibuprofen even if it doesnt hurt because it takes down the swelling and eat ice
8.09E+17,0,happy birthday to the boy and happy belated birthday to you now take some paracetamol and drink lots of water xx
5.97E+17,1,days left two showers two tylenol and a trip to labor and delivery all by still no aiden jay cosme url
6.33E+17,0,oxycontin has been approved to be used by kids and people have an issue with cannabis oil being used with url
6.40E+17,0,each and every episode of shokugeki no soma feels too short if i had the willpower i wouldve marathoned it instead
6.43E+17,0,does anyone on my fl have experience w wellbutrin how long was it before you could see benefit or side effects
5.40E+17,0,warning if youre epileptic dont go down my street christmas lights on steroids is the current theme along with screaming teenagers
7.25E+17,1,ive been having this ugly headache for the past days i take advil that still doesnt work smh hurry up may5th
6.12E+17,0,you know he doesnt feel good when he falls asleep with me temp and some tylenol and hes out momlife url
6.53E+17,0,when the ibuprofen says take to as needed they mean to doses right not to exceed doses in a hour period
7.41E+17,0,we are on our way back what have those steroids done to you girly look at that for a bump url
6.40E+17,0,user_mention all aboard the pms serving chocolate wine ice cream along with xanax mary janes migraine meds for an extra cost
5.80E+17,1,ive been popping ibruprofen tylenol and now excedrine trying to get rid of this damn headache and it wont go away
6.44E+17,0,excited to play soma on sept on ps4 need tons of doritos and mountain dew yes i am a walking cliche
3.09E+17,0,i enjoy a berryflavored tums now the way i enjoyed childrens tylenol when i was a kid excuses to take both
6.33E+17,0,theres something about this ad that makes me really want advil cant put my finger on what though cc user_mention url
7.87E+17,0,in pregnancy paracetamol is pretty much the only medcinal option but there are other things we can try for pain url
7.76E+17,0,people forget what over the counter drugs are for cause thats exactly what youre about to get here some damn tylenol
6.40E+17,0,user_mention there has to be a hogwarts spell expactoduermos maybe im a muggle i just take ambien with a jameson chaser
4.62E+17,0,user_mention ive got nans really strong codrydamol or something and ibuprofen id rather has dentures then suffer this pain emo_neg xx
3.34E+17,1,italy hear we come w user_mention now just waiting for xanax to kick in before we take off ugh hate flying
6.38E+17,0,user_mention user_mention bro chill honestly you need to go back to norco where you belong and stop bothering the citrus kids
8.04E+17,0,they talking about i can take tylenol after i get my teeth pulled tf no ima be out like a junkie
6.42E+17,0,user_mention user_mention i was delighted that trittico is so reasonablypriced enabled me to book front row for first and last nights
6.58E+17,0,after watching the walking dead i need a valium what the fuck people what the fuck underthedumpsterplease watching the walking dead
8.19E+17,1,waay too much ibuprofen and ended up having a stomach bleed by that time i was in icu for the appendix
5.43E+17,0,he made a homemade collar and leash out of rope for his pittbull im pretty sure that pitt was on steroids
2.85E+17,1,user_mention user_mention thank you its still there are the doc said its serious ill be on steroids for the next month
7.67E+17,0,i have seen liver damage in the er many times from people who took too much tylenol use caution with url
6.42E+17,0,three days into the school year and the fighting over homework has begun may i please have some homework xanax please
7.82E+17,1,this is last night after i got a steroid shot in my ass to make sure my sons lungs develop url
7.00E+17,0,prozac is not your friend it doesnt make you a better man its not going to save you from the end
7.29E+17,1,lost my hearing got a massive headache took atleast tylenols since i been up and my daughter has a broken arm
7.76E+17,0,im with you if no one can take paracetamol for a fever in case its a serious illness were all doomed
6.40E+17,0,user_mention this message brought to you by the makers of klonopin when you really need to truly not give a fuck
4.67E+17,0,user_mention take motrin ive never heard of that aleve whats that just get it and take it you wont hurt anymore
6.48E+17,0,user_mention well you need to try a rx one a lot of people have great luck with ambien and its cheap
7.75E+17,0,i dont know if you see him please let me know immediately sleep most likely why do you have a xanax
6.47E+17,1,disclaimer if im late or miss work completely tomorrow its because i just took a zolpidem let the hallucinations begin lol
6.37E+17,0,ive had all the morning meds i need except tramadol which is the most important silly rules saying they need people
6.89E+17,1,visited the hospital with contractions minutes apart they just gave me tylenol sent me home those bitches cant even help my
6.42E+17,0,can anyone give me feedback on taking xanax this is a health question but im hoping to get some opinion url
7.91E+17,1,thank god ibuprofen worked for this pain first assignment finished off and submitted now weeks to get the next one done
6.42E+17,1,the only help was take more prednisone at no hope of sleep i just want to be comfortable enough to sleep
6.40E+17,0,user_mention kid really annoys me says shit like xanax and alcohol great mixture ignorant of facts that these things destroy lives
8.12E+17,1,list of desires coffee klonopin cats company of bff donuts cigar vicoden a burrito i do not have all of these
6.46E+17,0,so i went to the doctors and they have given me diazepam for the flight on thursday anyone taken it before
6.43E+17,0,user_mention thats sucks emo_neg i know you cant take anything that would really help it emo_neg you still have some tramadol
6.37E+17,1,user_mention sorry emo_neg for me topiramate has a synergistic effect combined w the lack of sleep stress tongue itself extremely painful
5.65E+17,0,i feel so sad for the elephant in those spiriva commercials its not his fault he just wants to be included
6.41E+17,0,though bed rest is not my style i think i can make this work vicodin weed beer a lot of masturbation
7.63E+17,1,a steroid shot some benadryl but had no improvement so they gave me an epipen and im looking so much better
6.80E+17,0,user_mention pff what sort of new mother are you have three kit kats and a paracetamol like the rest of us
3.86E+17,0,user_mention its kind of a xanax in a can instead of red bull consumers are warming up to relaxation drinks url
6.39E+17,0,user_mention user_mention team tam and i need people to do an adventure mode seasonal character playthrough if you guys are down
7.93E+17,1,yup tylenol breathe right strips saline nasal spray and sleep when i can sleep thats all ive got in my arsenal
7.35E+17,1,you know youve had a rough day between cramping and a headache when you use the max ibuprofen you can use
6.40E+17,0,sees all the food in shokugeki no soma suddenly my stomach isnt feeling sick anymore pls give me all this food
6.41E+17,0,user_mention he nods your fingers calming him down pointing on his bandaged morphine team i was in vviruss and trips team
5.53E+17,0,i dont what this baby motrin do to majesty but every time i give it to her she go to sleep
6.39E+17,0,shooting beam blinding me the sun is a giant spaceship tangerine it shoots out rays of hopeful golden morphine miley deadpetz
4.71E+17,1,had steroid injections and some medication to try and slow my labour down nurse thinks skylar could be here at url
6.59E+17,0,i feel like vicky had xanax before they filmed the reunion she is beyond calm and collected shes borderline unresponsive rhocreunion
7.37E+17,0,lots of ibuprofen those crafter gloves when you rest ice your wrists frozen ketchup packs work great tucked in the glove
4.61E+17,0,user_mention well actually you can take only tylenol which helps sometimes but even that you dont want to take too much
6.44E+17,0,adderall just made this kid at the library go overboard and turn a one paragraph assignment into a four page paper
6.46E+17,0,user_mention ugh my doc just decided to only refill my percocet scrip and not my tramadol which is fun and cool
7.99E+17,0,basically if its shitty for us giuliani found ways to make money on it from govts to oxycontin private prisons filthy
6.38E+17,1,user_mention my problem when i hit i started to doubt bs now im on xanax think bullshit is more cost effective
6.46E+17,0,user_mention user_mention im still trying to figure that out i my dr on tuesday for lupus chemo benlysta infusion probably methotrexate
7.90E+17,1,just realised years ago today i had my first set of steroid injections ready for elsies birth ow iugrbaby matexp maternitymatters
5.64E+17,0,upstairs i got perks w some advil i dont take that shit but you do so i got it for ya
6.38E+17,0,i quite like valium probable out of fashion nowadays but i should look for a supplier i doubt its too expensive
7.61E+17,0,social media is getting out of hand instagram is now snapchat on steroids lol dam should i get rid of snapchat
6.42E+17,0,when wine klonopin and carbs dont do the trick after hours of sleep in hours its definitely christmas eve or nyfwss16
6.37E+17,0,user_mention try dr zhang in newlands best acupuncture ever just call it dry needling pain muscle tension relief better than valium
6.44E+17,1,but the fear is under a layer of weird numbness is that the xanax or the not sleeping tho who knows
7.85E+17,0,he really should have taken a test run on the xanax to see if would make him a bumbling rambling nihilist
6.40E+17,0,dont let the cat eat your vicodin haha dont worry i say as i pour the entire bottle down my throat
6.53E+17,0,re klonopin truth hurts someone flagged my post and it was removed must have hit close to home wow th url
7.88E+17,0,got him an inhaler antibiotics steroid hell be better soon no pediatrician is open sundays so er was our only option
6.41E+17,0,if you ever leave me baby leave some morphine at my door cause it would take a whole lot of medication
7.89E+17,0,sebiji ubat diarrhea untuk kucing aku berharga rm5 gila panadol aku rm5 dapat sepapan tapi beli jugaklah dah duk cirit birit
6.46E+17,1,halp is hrs of on tapered dose of prednisone normal with sleeping pills around lack of sleep affecting mood chatms ms
4.19E+17,0,zac does have croup as i suspected they gave him a steroid shot and said he should start feeling better soon
7.71E+17,0,he has a fever so i made him get in the shower then gonna rub vicks on him give him tylenol
7.30E+17,1,im weeks pregnant and ive been having headaches for weeks solid paracetamol isnt working what else can i use or try
5.87E+17,0,user_mention ive been feeling the same way all day try some mucinex claritin and tylenol pollen is super high right now
6.40E+17,0,wash the molly down with champagne wash the xanax down with syrup yea hope it take away all this damn pain
4.68E+17,0,a long day of false labor calls for some dq and titanic its like that time of the month on steroids
7.61E+17,0,frank ocean album better be channel orange on steroids if he dont want me to send the hittas to his residence
4.49E+17,0,im getting so sick of people spamming my posts with all the various steroids they claim to sell online delete block
8.19E+17,0,we are coming up on week of everyones new years resolutions coincidentally the grand opening jimmys house of liquor junkfood xanax
5.83E+17,1,user_mention i was on prozac for a year and was suicidal my history does not mean ill break at any moment
6.40E+17,0,special thanks to winson savoy dawn wayne john etc next time ur there make sure to drink lots leave lots of
6.41E+17,0,vaiya panting in the backseat is probably the worst part of this cross country drive next time shes getting doggie xanax
5.33E+17,0,got some zans in an advil bottle i dont take em shitt but you do so i got em for yaa
6.38E+17,1,user_mention user_mention used the patch for a bit and then zyban but yes i did quit cold turkey not always easy
7.87E+17,0,you guys remember when ben was on steroids and michael threatened to use one of bens dirty needles that was wild
8.02E+17,0,idr if they were for numbing it was valium lol they told me to insert before sex we never planned sex
6.39E+17,0,user_mention so thats what ive been doing wrong going to flush my citalopram away and bang my elbow into things instead
6.40E+17,0,user_mention user_mention i take amitriptyline used to be rxd as antidepressant but they found it better as sleep aid for chronicpain
5.89E+17,0,user_mention i use both motrin has worked better for mine because it helps w swollen gums but tylenol is great too
6.39E+17,0,user_mention so ir with designation would be the alternative and would be pretty disappointing to be without him for that long
2.50E+17,0,user_mention u should take some tylenol im good just stressing out over how expensive this skool is gettin my teaching job
6.39E+17,0,lately ive been panicking a lot feeling like im stranded in a mob scrambling for xanax out the canister to pop
6.41E+17,0,if i was the protagonist of the martian i would just load up that lethal morphine dose and pack it in
5.60E+17,0,i hate when nighas get to acting like bitches like damn nigha what you need tampon motrin heating pads tummy rub
8.17E+17,1,when your allergies get so bad that your doctor orders steroids and intense antibiotics bc it turned into an infection lol
7.31E+17,0,why everyone needs to calm down about tylenol and empathy we probably rely on tylenol more than we should so url
4.95E+17,0,user_mention my dad and sis told me to go to chiropractor destiny ricketts said to get a steroid shot physical therapy
6.12E+17,0,my husband comes to the doctor for eeveery little thing lol and guess what the doctor said take ibuprofen and url
6.44E+17,0,i cant get my ambien prescription filled in time so im reading fifty shades of grey instead much more economical buyafuckingthesaurus
5.30E+17,0,upstairs got zans in the advil bottle i dont take them but i know u doo so i gottem for u
6.07E+17,0,user_mention user_mention also no poultry in the us are given hormones or steroids im a turkey farmer happy to answer questions
3.78E+17,1,took tylenol tylenol wit codeine n sumthn else i shuldnt have took with my pregnant ass n still no relief man
8.15E+17,0,alecs mom said im running around like a madwoman and that shes going to put a xanax in my coffee oh
6.41E+17,0,ever since i saw the shokugeki no soma episode with the breakfast buffet ive been dying for a good eggs benedict
6.39E+17,0,order cheap pills for ed no preparation cialis testomonys cialis without a doctors prescription buy cialis online in total there are
6.38E+17,1,think ill pop the rest of my valium and just sleep for as long as possible are sundays always this boring
6.47E+17,0,i really thought id seen iron man before but this isnt familiar at all mustve have watched after chewing an ambien
8.17E+17,0,my little poorly girl is in agony with her teeth ive tried a teether teething ring gel ibuprofen any other ideas
4.45E+17,0,be careful try not to lead her on shortys heart is on steroids cuz her love is so strong you url
4.31E+17,1,dear acetaminophen what good are you if you dont start to work for hours going back to ibuprofen in hours headache
6.42E+17,1,should not have watched the movie contagion because now im sick and high on neurontin and im pretty sure im dying
5.66E+17,0,user_mention ugh cant stand how they dismiss stuff sometimes mine had croup once needed steroids told same hope hes better soon
3.63E+17,0,what do i think after the gym normal boys over angry steroid helmets with tiny heads spotty backs any daay frightsight
5.62E+17,0,user_mention they seem to think tylenol fixes everything but that aint gon help me i got a head cold or something
6.39E+17,1,thankful dad had some old lidoderm patches for the first time in i can put some pressure on my right foot
6.43E+17,0,i took a slow release tramadol at i should leave hrs between doses will it be ok to take one now
6.49E+17,0,i am having dangerous thoughts in my mind thoughts that make me not wink a sleep i need me a xanax
7.47E+17,0,why do ppl think xanax is fun not remembering anything the next day is not fun lmfao i dont understand it
7.87E+17,0,mimang begini laini klu bikin acara melibatkan vip tuduh situ tuduh sini bila nda siap kerja mimang laitu mimang telan panadol
7.45E+17,0,and than people wonder why people rob pharmacies or turn to street drugs maybe because your bullshit motrin doesnt fucking work
2.16E+17,0,just got back from the vet with my sammy apparently he has a they gave him antibiotics cough suppressant steroids emo_neg
6.43E+17,1,this vicodin doesnt do shit for my pain and its not even a good high i spend half my day sleeping
6.39E+17,0,house moves been tiring were still not fully unpacked blog still halfwritten day tecfidera been ok no flush since one ms
5.21E+17,1,i dont even know what to do i still feel all my pain ibuprofen isnt helping my antibiotic hasnt helped yet
6.37E+17,1,user_mention trust me that wont work i feel the pain in my bone im taking vicodin and it still hurts lol
6.42E+17,0,i need some xanax and i need to get paid i need to get paid so i can buy some xanax
5.23E+17,0,user_mention i would have him ice it ibuprofen may help since its an nsaid if that doesnt then have him seen
5.15E+17,0,how is me vaping any worse than handing out methadone to addicts you dont want to seduce kids into thinking url
6.42E+17,0,tf is that i took rophynol tho user_mention let amorh give you iv diazepam stat youd oversleep sef user_mention stupid user
6.41E+17,0,user_mention user_mention twentieth anniversary mac technical account manager in this case i also have a lisa who isnt a tam emo_pos
6.39E+17,0,whos your fav castlevania protag i want somas jacket and shanoas dress but thats not you have my answer now begone
8.04E+17,1,i always forget this is a thing even though ive been on a high dose of xanax for like years lol
3.69E+17,0,yall have got to chill wit these eyebrows lookin like they on steroids bitches be drawin on they face wit sharpie
6.45E+17,0,they did not have my prozac him youve run out completely its okay its got the longest halflife of all antidepressants
6.60E+17,0,wow on oct when there exist no veils between the worlds a steroid might affect the moon more than earth url
6.39E+17,0,as the book shelves bough like branches my spine imitates i float through moods that carry me further within myself echoing
6.40E+17,0,anybody want this one xanax we got left cause if not were just gonna take it cause i need the shit
3.85E+17,0,user_mention hugs and good vibes hope you get some self care time in asap take some tylenol and sleep well hugs
8.18E+17,1,its funny you scolded me for taking ibuprofen while pregnant because i have a migraine yet you smoke during your pregnancy
6.36E+17,0,rt user_mention i wouldve laughed rt user_mention now what if i would have overdosed on percocet last night and killed myself
4.84E+17,0,teething at its worst poor baby broke down and gave him some motrin finally to relieve his pain lets hope url
6.44E+17,0,user_mention bill maher user_mention minutes ago when bencarson speaks i keep waiting for one of those lunesta butterflies to fly by
6.37E+17,1,my scar hurts so bad n ive already taken and oxy i cant take nothing else till either lawd help me
6.45E+17,0,user_mention i take my humira every friday night i have a beeper go off on my phone so i dont forget
6.40E+17,0,user_mention shoot i threw to my daughter son today for softball baseball im still icing hours later popped a down lol
3.90E+17,1,photoset tylenol and i have been in a serious and committed relationship for the past few days i am ready url
7.61E+17,0,how you literally about to turn but you pop xanax and get fucked up w a bunch of year olds how
8.19E+17,0,when is joey ever gunna come out of that xanax induced stoic state he needs to liven and wake up days
6.41E+17,1,mucinex vicodin and xanax sleeping good today wish i could do this everyday and sleep them all away nothoughts nopain noworries
13998355214,0,are you participating in give your stuff away day tomorrow this is like freecycle on steroids and i like it url
6.46E+17,0,user_mention user_mention user_mention nope just said very common so i took prilosec the one drug the writers guild doesnt cover bcsm
6.47E+17,1,user_mention nope got vicodin for after but it made me throw up a ton so i just stuck with ibuprofen lol
5.42E+17,1,this detox has not been pleasant never again will i ever put a prozac lyrica celebrex or percocet in my mouth
6.47E+17,0,oopsiaccidentallyjust ate a whole bottle of xanax so i countered it with a whole bottle of adderall i should be fine
6.42E+17,0,could someone please supply me with a pack of vicodin to last me say i dont know maybe a life time
4.41E+17,0,i would have played it off if i was pitts steroids what steroids you have some wait what are those thegamebet
1.91E+17,0,user_mention emo_neg i remember wishing i could just wear two slings haha take an advil stay hydrated and feel better soon
6.44E+17,1,although shes also quoted saying some weird stuff about antidepressants which made me a bit disappointed prozac saved my life m8
4.22E+17,0,dr.s crack me up obviously your sickness isnt on the list of important take some tylenol bitch and sleep it off
7.53E+17,0,youre gonna need xanax for real when you start seeing dead people and shit now that you fed that demon kitty
6.39E+17,0,my dog has anxiety attacks when my mom sleeps at her boyfriends house so i have to give her valium hahah
6.28E+17,0,my poor month old has a cold and cough what can i do to help him tylenol i know what else
6.46E+17,0,user_mention i have a secret emergency stash of tramadol which im resisting at the moment dont tell oh as theyre his
5.43E+17,0,user_mention there isnt much i can give nicholas just tylenol and ibuprofen which seems to help i hate when theyre sick
7.40E+17,1,everyone has said early even he midwife and ive had steroids incase but now im waiting think ill end up late
6.57E+17,0,this family is provaccinating but alice i are very grateful to whomever invented childrens tylenol shots are hard when youre lbs
7.33E+17,1,i love dave i had a migraine come on that an ibuprofen couldnt even touch he solo parented all evening url
5.56E+17,1,user_mention i feel your pain i had an infection in both ears after christmas i was on eardrops ibuprofen and antibiotics
6.45E+17,1,user_mention i took xanax for years for so dont preach to me i took them responsibly and not for euphoric gain
6.37E+17,1,been told to stop taking mirtazapine and amitriptyline and instead go on risperidone took one last night and i feel awdul
6.61E+17,1,user_mention dont know but hubby is back to work tomorrow and i cant lift baby even with codeine diclofenac and diazepam
5.27E+17,0,wanted a manly yet romantic guy has a job no baby mama drama doesnt cheat has vehicle not on steroids url
8.39E+16,1,woke up with a headache and took some ibuprofen on an empty stomach now i feel like crap all over ughh
6.44E+17,1,ever after months of not takin xanax it stil takes at least for me to get high off me shits crazy
7.95E+17,0,finna have to make this trip to krogers to get orajel motrin and apple juice my baby really dont feel good
6.49E+17,0,user_mention user_mention i have like more weeks but im going to take some vicodin and ditch them next week or something
6.46E+17,0,i cant believe i got drug tested today just to get my vyvanse xanax to make sure theyre in my system
6.46E+17,0,added to that i have the dentist and a diazepam tablet to take beforehand ill be barely conscious in the chair
4.02E+17,0,this statement has been released on panadol australias facebook site it is a little vague but there is a number url
2.62E+17,1,user_mention cant drink a lot of caffeine while im nursing emo_neg and ive taken motrin i just still have an infection
6.42E+17,0,user_mention user_mention user_mention good morning i have suffered anxiety and depression for yrs i am on diazepam and sertraline once a
6.37E+17,0,user_mention oohh you said lyrica and i was like why are they putting womens viagra in food that makes sense now
6.39E+17,0,i can be enraged about systemic racism but at the cops in their cars and the dr gave me flexeril lol
8.22E+17,0,by recommended age for the seventh wish id accompanied my mom to na and aa meetings methadone clinics and counselling appointments
6.39E+17,0,user_mention i hate brady too but as a seahawks fan you have no room to talk adderall was a real thing
6.42E+17,0,too nervous to go to the cell phone store rn i gonna take some ativan and maybe nap a bit first
5.82E+17,1,user_mention yeah i have discomfort but no real pain thankfully ive slowed down on ibuprofen but still taking pain meds regularly
7.89E+17,0,i work with a girl thats so massive that i think her mom took steroids while she was pregnant with her
4.91E+17,1,i can drink just about any alcohol straight but ill never be able to take liquid tylenol without a chaser sosick
8.12E+17,0,nell has croup you might remember earlier this week that david was developing pneumonia so many steroids in our house url
8.22E+17,0,she says but i want xanax too what do you say so now im like this bitch just tryna get high
6.41E+17,0,snorts same shit different day user_mention lets not call them assholes they just need some counselling or something or a valium
6.42E+17,0,whole foot swollen cant put any shoes on not even slides in so much pain i need a norco or something
6.40E+17,1,is it widespread knowledge that adderall makes u smell like shit every time i take it my b.o is wilting plants
6.42E+17,0,tw drugs my migraine meds and vicodin both end with acetaminophen and are the same size guess what i accidentally did
6.46E+17,0,user_mention cms will no longer pay for meds unrelated to the obs reason synthroid when youre admitted for cp potentially pricey
7.04E+17,1,bout to catch one more movie wait for these tylenol pm to kick in hadnt sleep well in a few days
5262861729,1,at home sick this blows anyone have a cure for the flu apparently advil every hours does nothing for this fever
7.84E+17,0,dulu migrain makan panadol jalan settle sekarang migrain kena makan pain killer ubat for muscle pain ubat muntah ubat angin gastrik
6.40E+17,1,i think the hydrocodone is kicking in i just ordered a caffeine molecule necklace online someone take my debit card away
3.00E+17,1,i have a splitting migraine weather induced i believe any tips on getting rid of it sleeping and tylenol did nothing
7.11E+17,0,user_mention hydrocodone did nothing to me either maybe motrin works best for you have you tried that since you got discharged
7.82E+17,1,exactly in on wednesday for days of steroids to mature babys lungs then hopefully al get my section on friday xx
3.14E+17,0,just watched the wales v england match again amazing anyone else think halfpenny looks like scrappy do on steroids lol topplayer
6.11E+17,0,its like they on steroids cause they in a rush to grow up and b drug dealers and bad bitches url
7.92E+17,0,my depression was awful i have the personality of a disney princess on steroids and my depression hit me like bricks
3.54E+17,0,user_mention yeah right what girl doesnt want a great guy like you she must be insane give that chick a valium
6.40E+17,0,i just started reading the first page of chapter of shokugeki no soma and im already going what is this ww
6.44E+17,1,sucks that my tramadol only dulls my pain enough to let me sleep fall asleep but i guess thats okay too
4.10E+17,0,meathead just because you take steroids doesnt mean your sausageroll arms legs need to spill into my seat currently experiencing this
7.87E+17,0,one time i took advil from the and my tongue turned into a snake and i was arrested by the zoo
7.31E+17,1,grateful for tylenol and the ability to nap whenever i want insomnia is a bitch and she comes for me hard
6.45E+17,1,i managed to keep my skin clear the entire time i was on the last round of steroids so for url
6.26E+17,0,beach style for leaner lads what a skinny dude cant wear the same shit as every other steroid addict fuck you
4.67E+17,0,ive had a migraine every nite this week i believe ruben is becoming suspicious prob bc i havent taken the tylenol
7.18E+17,0,my night consisted of being told their not delivering my baby and go home and take some panadol yeah mad fuckwits
7.81E+17,1,i had to go back to the doctor again because im getting worse now im on steroids and a stronger antibiotic
6.36E+17,1,user_mention user_mention perhaps just my allergist then she also says i dont need singulair except i get asthma without it sigh
6.39E+17,0,user_mention i make them for my hubs but i add viagra to the smoothie so i get to enjoy it too
6.92E+17,0,just watched user_mention take some advil with not water no that would be too normal but instead a bite of pudding
6.44E+17,0,i want a girl with lips like morphine to give me a blow job did i mention my back issues today
7.58E+17,0,i wonder how do people without health insurance pay for meds advair was last week its a daily dose too ugh
7.65E+17,0,poor baby yeah i would just keep giving him tylenol as needed i only had to give it to luca twice
6.39E+17,0,econ professor but there are no substitutes for heroin right could use morphine how do you know that im in college
6.42E+17,1,with the little sleep no food number of xanax ive had i qualify as dopey sleepy and grumpy of the dwarves
5.09E+17,0,user_mention steroids jesus the amount of mathematics that goes in to it so they get the right with other roids incredible
6.36E+17,0,ketamine is faster try ketamine rt user_mention now what if i would have overdosed on percocet last night and killed myself
6.44E+17,0,user_mention i cant figure roche hanging on to kadcyla hope i suppose even after marianne showed herceptin sc w chemo equal
6.39E+17,0,i know how to spell xanax it just pisses me off how is spelled so i spell it with a z
4.14E+17,1,im probably the only person who didnt sleep at all last night and im still up steroid shots are the worst
4.70E+17,0,this sixteen year old host at applebees is seriously on xanax right now two of them while working what an idiot
1.69E+17,0,valentines day should be renamed prozac day the closer to i get the more prozac i want on that day maybealittlebitbitter
6.40E+17,0,user_mention aha ill get some vanilla vodka tomorrow ive used so many rx meds joy.3 tramadol and ambien just now hoping
3.75E+17,0,user_mention user_mention yeah i think so but its still stupid there should be an application for stuff like tylenol at registration
6.38E+17,0,user_mention been enjoying the danger element in tweeting whilst off my face on people just want to watch the world burn
6.38E+17,0,user_mention in the middle of stats class dead ass hope i need adderall she is the last person who needs adderall
4.95E+17,1,user_mention user_mention user_mention its really not that bad i am sore all over but in a general way only using motrin
6.48E+17,0,user_mention school night tomorrow ill be tucked up with my valium by midnight im awake because i missed my sleeping window
7.46E+17,0,gah damn its a lot of bitter folks on my timeline today need yall to take a xanax or something chill
6.44E+17,0,user_mention no valium here but i do have a brand spanking new bottle of blantons and some ribs in the smoker
6.59E+17,0,kari asks i am looking for a dermatologist that will want to be investigative and not just throw steroids at url
6.44E+17,0,were gonna attempt to stream bloodborne tonight c come out if you wanna feel superior to my terribleness soma next week
8.15E+17,0,getting an month old to inhale a ventolin puffer times a day is a new challenge on my to do list
6.39E+17,0,user_mention i dont think so turbin might be hurt and going to ir is the rumor which means michael would stay
4.89E+17,0,he didnt get them yet we in the waiting room rt user_mention user_mention hope u gave him a little baby tylenol
6.40E+17,1,ok so no one told me taking a xanax and smoking a blunt would put me to sleep for about hours
6.41E+17,0,no anyone woke me up to perform my suboh after this usually ibu yang kjot liat bgun spray air makan dia
4.69E+17,0,so now antibiotics and analgesics not available otc in mumbai good thing though i hope paracetamol isnt included as well user_mention
3.25E+17,1,i literally have to overdose on ibuprofen just to get rid of a headache n i still dont fall asleep smh
7.05E+17,1,went to get me n elias eyes checked n they steroids in my eye and i can barely seen anything lol
6.31E+17,0,now i know why my husband has actually been acting sick with this cold its like a head cold on steroids
6.44E+17,0,i just took some antibiotics and a xanax time to see if theres any not terrible stuff on ao3 for tdpotf
8.07E+17,0,yeah cuz ibuprofen is not doing shit for him all he want is to suck on the nipple of his sippy
5.96E+17,0,i hate when my scalp get sunburned and starts peeling it looks like i have dandruff from hell on steroids url
4.56E+17,0,i smoke weed for breakfast i drink lean for breakfast i take mollies i take xanax i cant eat no breakfast
8.16E+17,0,ive been giving tylenol every time she got sick but ive clearly been using the wrong medicine benadryl is the best
4.67E+17,0,user_mention this treatment for the future if it gets worse as alternative to steroids hope it gets sorted for you x
6.88E+17,0,user_mention user_mention xanax the way to go have a podcast music or tv show cued up as well gonna be great
6.56E+17,0,prednisone insomnia victoria ill happily take it to get our rainbow baby but i wont miss you prednisone days till pupo
8.10E+17,1,i need this tylenol pm to kick in soon so i can go to sleep forget all about this ridiculous day
6.39E+17,0,that my friend user_mention sent me few days back it sounds satirical that it inspired me to make some ir jokes
